"","x","group"
"302",3.76298728919553,"G2"
"303",2.19654645967196,"G2"
"304",2.62061608319755,"G2"
"305",1.6335057145531,"G2"
"306",6.51929906496364,"G2"
"307",1.78685150297713,"G2"
"308",3.19435731729777,"G2"
"309",3.09436563717606,"G2"
"310",2.12150858139209,"G2"
"311",3.26043585875587,"G2"
"312",3.65770706287792,"G2"
"313",3.76579652951508,"G2"
"314",0.764639373892829,"G2"
"315",2.09717388309551,"G2"
"316",2.83361616516863,"G2"
"317",2.93450058330792,"G2"
"318",2.49436197902405,"G2"
"319",3.52028671466516,"G2"
"320",3.03570148307485,"G2"
"321",2.08931043599267,"G2"
"322",3.91434312401487,"G2"
"323",2.66329087913471,"G2"
"324",3.09476285674635,"G2"
"325",5.12722071638833,"G2"
"326",3.19658447849081,"G2"
"327",2.03239526044624,"G2"
"328",2.71510275515667,"G2"
"329",3.16444599702611,"G2"
"330",1.88812918947566,"G2"
"331",1.07063518074356,"G2"
"332",2.52973914330559,"G2"
"333",3.53438783396373,"G2"
"334",2.07895005729154,"G2"
"335",3.68437435262515,"G2"
"336",4.52207877011107,"G2"
"337",3.19461330493679,"G2"
"338",4.69722471750842,"G2"
"339",3.27806818621747,"G2"
"340",2.42898953715151,"G2"
"341",2.84212056000918,"G2"
"342",5.48833935348953,"G2"
"343",4.07136909403715,"G2"
"344",3.34221907654354,"G2"
"345",3.22132742664584,"G2"
"346",3.06836274206002,"G2"
"347",3.30742160241049,"G2"
"348",4.50863386351864,"G2"
"349",3.61584223910021,"G2"
"350",3.08981201808659,"G2"
"351",0.601547269781268,"G2"
"352",3.04780729079569,"G2"
"353",3.33614335502992,"G2"
"354",3.43484573603129,"G2"
"355",3.21102362899904,"G2"
"356",3.11079348900923,"G2"
"357",1.00667708930413,"G2"
"358",4.50501570513764,"G2"
"359",3.35415711884795,"G2"
"360",3.4348377802028,"G2"
"361",3.76824391482073,"G2"
"362",3.40968836865135,"G2"
"363",1.02334839898712,"G2"
"364",1.91242063653471,"G2"
"365",4.06486396973683,"G2"
"366",5.1202025368794,"G2"
"367",2.49416246653676,"G2"
"368",3.40698708053184,"G2"
"369",5.04002575393654,"G2"
"370",2.80606462759592,"G2"
"371",4.3702228952761,"G2"
"372",2.48464265221575,"G2"
"373",2.28176719392472,"G2"
"374",2.82275771456317,"G2"
"375",2.59842353668313,"G2"
"376",3.82988356762154,"G2"
"377",2.21419338564209,"G2"
"378",2.06149878345477,"G2"
"379",3.4178067680129,"G2"
"380",5.09809784365105,"G2"
"381",2.55113765828668,"G2"
"382",1.90471190750979,"G2"
"383",2.47102724953798,"G2"
"384",2.51520606194943,"G2"
"385",3.12775704204772,"G2"
"386",2.9253268931758,"G2"
"387",2.64083786444799,"G2"
"388",0.951519441005561,"G2"
"389",2.24881997940823,"G2"
"390",1.41861699982312,"G2"
"391",2.71022394244253,"G2"
"392",2.30804547198219,"G2"
"393",2.82801205427262,"G2"
"394",2.77743598976708,"G2"
"395",3.91924127883066,"G2"
"396",1.88993451990513,"G2"
"397",2.33911100279373,"G2"
"398",2.12622508768996,"G2"
"399",2.86719029886738,"G2"
"400",3.30548910360871,"G2"
